id,source,title,link,publication_date,close_date,organization_name,organization_url,organization_description,description,salary_range,tags
271f46c26861,"80,000 Hours; EA Opportunities Board",Data Analyst / Senior Data Analyst,https://forecastingresearch.org/careers/data-analyst?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Forecasting Research Institute,https://forecastingresearch.org/,The Forecasting Research Institute is a team developing forecasting methods to improve decision-making.,"In this role, you'll support research projects through data management, statistical analysis, and visualization of forecasting data. Conduct descriptive and statistical analyses of forecasting surveys and experimental data. Develop high-quality data visualizations to communicate findings. Help design experiments with emphasis on data collection, management, power analysis, and survey methodology. Contribute to research reports and papers, particularly methods and results sections.","$70,000 - $130,000","Macrostrategy; Fellowship; Part-time; Research; Undergraduate degree or less; Multiple experience levels; Remote, Global; Global; Remote; Full-time; Institutional decision-making; Global priorities research; Data; Forecasting; Communication; Direct high impact on an important cause; Skill-building & building career capital; Testing your fit for a certain career path; Undergraduate degree"
bc034ee8131b,"80,000 Hours; Probably Good; EA Opportunities Board",Senior LLM Researcher,https://forecastingresearch.org/careers/senior-llm-researcher?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Forecasting Research Institute,https://forecastingresearch.org/,The Forecasting Research Institute is a team developing forecasting methods to improve decision-making.,"In this role, you'll manage research projects applying LLMs to improve forecasting for policymakers and advance forecasting science. Coordinate research teams, delegate tasks, and ensure projects meet deadlines. Design research projects that enhance forecasting science and its practical applications. Oversee data collection, analysis, and interpretation of key findings for policy implications. Lead the writing of project reports and academic papers while evaluating research effectiveness.",Commensurate with experience,"Full-time; Research; Management; Undergraduate degree or less; Mid (5-9 years experience); Remote, Global; Global; Remote; Nuclear Security & Conflict; AI Safety & Policy; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time; Global priorities research; International security & cooperation; Software engineering; Forecasting; Communication; Direct high impact on an important cause; Skill-building & building career capital"
ce3730cdc76f,"80,000 Hours",Senior Researcher,https://forecastingresearch.org/careers/research-manager?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Forecasting Research Institute,https://forecastingresearch.org/,The Forecasting Research Institute is a team developing forecasting methods to improve decision-making.,"In this role you would manage one or more research projects. Coordinate a team of research analysts and assistants, delegate tasks, and ensure projects stay on track to meet deadlines. Contribute to the design of research projects to advance the science of forecasting or make it more useful to policymakers. Plan data collection and ensure smooth implementation. Interpret research results, identifying key findings and implications for policy and philanthropic priorities.","$85,000 - $130,000","Full-time; Research; Management; Undergraduate degree or less; Mid (5-9 years experience); Remote, Global; Global; Remote"
6da5d669cfdd,"80,000 Hours",Fellows,https://drive.google.com/file/d/18G_FSF46BunvO9qYQ1C1qU2RTJr8jOa7/view?utm_source=80000hours&utm_medium=job-board,2022-01-01,,fp21,https://www.fp21.org/,fp21 is a nonprofit think tank that aims to improve the standard for evidence and integrity in foreign policy.,"The fp21 Fellow will support fp21’s mission while building their expertise and networks. Write at least one piece related to foreign policy reform for posting on the fp21 website. Promote fp21 content on social media and to academic and government peers. Include fp21 association in relevant circumstances, such as in media bios. Adhere to fp21's Intellectual Property Understanding regarding work produced.",,"Other policy-focused; Fellowship; Policy; Undergraduate degree or less; Multiple experience levels; Remote, Global; Global; Remote"
2a91d9d8cc30,"80,000 Hours",Various Fellowships,https://www.mercatus.org/students/fellowships?utm_source=80000hours&utm_medium=job-board,2022-01-01,,"George Mason University, Mercatus Center",https://www.mercatus.org/,The Mercatus Center at George Mason University is a free-market-oriented think tank that aims to bridge the gap between academic research and public policy problems.,The Mercatus Center offers fellowships providing training and support for students studying political economy at George Mason University or at universities / schools around the world. You can find a list of fellowships at the below link.,,"Other policy-focused; Fellowship; Policy; Undergraduate degree or less; Multiple experience levels; Remote, Global; Global; Remote"
6ba74d75e88b,"80,000 Hours","Science Accelerator, Big if True",https://www.renaissancephilanthropy.org/big-if-true-science-accelerator?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Renaissance Philanthropy,https://renaissancephilanthropy.org/,"Renaissance Philanthropy is a nonprofit that aims to increase the ambition of philanthropists, scientists, and innovators by advising philanthropists, surfacing breakthrough ideas, and incubating ambitious initiatives.","In this 15-week accelerator, you'll transform ambitious scientific ideas into concrete, fundable research programs. Design large-scale coordinated research initiatives under the guidance of former DARPA program managers. Develop field exploration, program design, execution planning, and tech translation skills through structured activities. Collaborate with mentors and peers through 1:1 guidance and small group sessions with innovation experts. Present your refined program proposal to potential funders at the culminating Demo Day.",,"Fellowship; Research; Strategy; Undergraduate degree or less; Multiple experience levels; Remote, Global; Global; Remote"
395242ad8435,"80,000 Hours",LLM Evaluation Engineer,https://jobs.ashbyhq.com/thirdlaw/146d2379-88e4-4073-9c2a-1899871fdaeb?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Thirdlaw,https://www.thirdlaw.io/,"Thirdlaw builds the infrastructure for enterprises to monitor, evaluate, and control AI behavior in real-world environments.","In this role, you'll build an evaluation layer that determines whether LLM interactions comply with enterprise policies in real-time. Design evaluation logic using semantic similarity, foundation model scoring, and rule-based systems to enforce AI safety. Implement real-time guardrails and classifiers that connect with downstream enforcement actions like redaction or blocking. Prototype and tune language models and prompt templates for classification and scoring purposes. Build tools to observe, debug, and improve evaluator performance across diverse real-world data distributions.",,"Technical; Full-time; Software engineering; Undergraduate degree or less; Mid (5-9 years experience); Remote, Global; Global; Remote"
19dfd98d0f43,"80,000 Hours",List of Places to Find Roles at Top Startup Companies,https://airtable.com/app53PsYpHxJW61l3/shr303f0nPKns4n45?utm_source=80000hours&utm_medium=job-board,2022-01-01,,Various Venture-backed Startups,,,"If you're looking to build career capital one option to consider is working in a promising tech startup. This can potentially help expose you to: high-performing teams with strong incentives to produce results, rapid growth, and the opportunity to gain a generalist skillset. A startup role could be particularly valuable if you can find a company where you can learn skills relevant to a top global problem . We've put together some places you can find open roles at tech startups in the following list.",,"Technical; Full-time; Research; Operations; Management; Strategy; Undergraduate degree or less; Multiple experience levels; Various, Global; Global; Remote, Global; Remote"
b7cab52eff9b,"80,000 Hours; Probably Good",Get Career Advising,https://80000hours.org/speak-with-us/?int_campaign=job-board,2020-01-01,,"80,000 Hours",https://80000hours.org/,"80,000 Hours is a nonprofit aiming to solve the most pressing skill bottlenecks in the world’s most pressing problems. We do this by helping people choose or switch into careers that effectively tackle these problems.","In this program, you will have a call with a member of the 80,000 hours advising team who will give you personalised advice. They'll help you: Review your options: Advisors help you evaluate causes and high-impact career options. Make introductions: Advisors can introduce you to experts and hiring managers in relevant fields. Suggest next career steps: Advisors can provide guidance on practical next steps, such as suggesting promising job opportunities.",,"AI safety & policy; Other; Engineering; Research; Policy; Outreach; Operations; Software engineering; Legal; Information security; Management; Finance; Strategy; Undergraduate degree or less; Multiple experience levels; Remote, Global; Global; Remote; Biosecurity; AI Safety & Policy; Data; Communications & Outreach; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Training"
7e56804d532e,Probably Good,1:1 Career Guidance,https://animaladvocacycareers.org/career-coaching/,2026-07-30,,Animal Advocacy Careers,https://www.animaladvocacycareers.org/,Animal Advocacy Careers is an organization providing career guidance and resources to people seeking roles in the animal advocacy sector.,"One-to-one career advising service helping professionals transition into animal advocacy roles aligned with their skills and values. - Assess your background and recommend realistic job pathways in animal advocacy across non-profits, food industry, policy, and philanthropy. - Provide interview preparation, application strategies, and personal branding guidance tailored to the animal advocacy movement. - Connect advisees with relevant organisations, contacts, and job opportunities; follow up months later to track progress. - Requires 3+ years professional experience or completion of AAC online course; priority given to those transitioning into animal advocacy.",,Animal Welfare; Operations; Research; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Entry-Level; Training
24c83ce66344,Probably Good,1-1 Advising,https://bluedot.org/programs/advising,2026-07-30,,BlueDot Impact,https://bluedot.org/,BlueDot Impact is a talent accelerator running free AI safety and biosecurity courses and career support for the field.,"A 30-minute advisory call to help individuals clarify their next steps and make impactful contributions to AI safety and biosecurity. - Discuss your background, options, and progress to identify where you can best contribute to AI safety. - Receive honest assessment, job and resource recommendations, and introductions to relevant people and organizations. - Ideal for BlueDot graduates, career-switchers, and those seeking clarity on fitting their skills into AI safety roles. - No prior BlueDot course required; applicants typically have some AI safety context and multiple options to explore.",,Biosecurity; AI Safety & Policy; Research; Policy; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Training
a63ab3777ab8,Probably Good; EA Opportunities Board,"Senior Project Manager, Global Dividend Fund",https://jobs.ashbyhq.com/windfall/d33c01c6-43e1-4b73-a75f-b0ea19e673c5,2026-07-29,2026-08-15,Windfall Trust,https://windfalltrust.org/,Windfall Trust is a policy accelerator working to ensure the economic gains from transformative AI benefit all of humanity.,"Build a new global social wealth fund from inception, managing legal structures, governance, partnerships, and fundraising across multiple jurisdictions. - Own the Fund's build plan: sequence legal, governance, partnership, fundraising and pilot workstreams against external milestones. - Manage external counsel across jurisdictions and translate legal advice into actionable decisions for the team. - Drive partnership development with delivery organizations and coalition members, including term sheets and memoranda of understanding. - Support fundraising end-to-end: materials, funder conversations, diligence requests, and pipeline management. - Requires 5+ years managing complex projects with external stakeholders; direct experience standing up new organizations or funds essential.","$150,000 - $200,000","AI Safety & Policy; Operations; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Full-Time; Full-time; Global health & development; AI safety & policy; Management; Organization building, boosting & running; Communication; Collaborative problem-solving; Direct high impact on an important cause; Skill-building & building career capital"
eb6325fddd18,Probably Good; EA Opportunities Board,"Senior Economist, Windfall Research",https://jobs.ashbyhq.com/windfall/07818b4a-9ad7-4793-8cd7-9622d845762f,2026-07-29,2026-08-15,Windfall Trust,https://windfalltrust.org/,Windfall Trust is a policy accelerator working to ensure the economic gains from transformative AI benefit all of humanity.,"Senior economist leading Windfall's research on AI's economic impacts across countries, from labor market analysis to fiscal policy modeling. - Own methodology and delivery of flagship research products: Policy Atlas, Preparedness Index, Scenarios Lab, or distributional modeling. - Analyze labor market resilience, occupational exposure, and worker transitions under technology shocks across income levels. - Assess fiscal and welfare system resilience; cost and evaluate policy responses from social insurance to capital taxation. - Author publications and represent research externally to governments, central banks, and academic economists. - Requires 8+ years applied economic research plus demonstrated expertise in two of: labor, development, public finance, or welfare policy.","$150,000 - $200,000",AI Safety & Policy; Research; Data; Communications & Outreach; Policy; Master's Degree; Senior (10y+); Full-Time; Full-time; AI safety & policy; Global priorities research; Policy writing; Communication; Academia; Direct high impact on an important cause; Skill-building & building career capital; Graduate degree
74be14ccac59,Probably Good,Research Scientist,https://poverty-action.org/research-scientist-0,2026-07-29,,Innovations for Poverty Action (IPA),https://poverty-action.org/,Innovations for Poverty Action (IPA) is a nonprofit that designs and evaluates poverty-reduction interventions through rigorous randomized controlled trials.,"Design and lead health surveys and impact evaluations for infectious disease prevention programs across Sub-Saharan Africa. - Design coverage survey protocols, sampling strategies, and audit methodologies for malaria and health interventions. - Serve as principal investigator for evaluations, data audits, and health facility-level data validation efforts. - Manage relationships with government health partners and program stakeholders to secure data collection access and support. - Supervise field research staff and mentor enumerators, coordinators, and research associates. - PhD in epidemiology, biostatistics, public health, or related field; substantive health systems expertise and Sub-Saharan Africa fieldwork experience required.",,Global Health & Development; Research; Data; Doctoral Degree; Mid (5–9y); Senior (10y+); Full-Time
648823494d47,Probably Good,Research Fellows Program,https://timaeus.co/blog/updates/2026-04-09-fellows,2026-07-29,,Timaeus,https://timaeus.co/,Timaeus is an AI safety research organization using singular learning theory and algebraic geometry to develop a rigorous scientific foundation for understanding AI behavior.,"A research fellowship for tenured faculty and senior researchers applying learning theory to AI alignment while maintaining academic positions. - Lead independent research programs on singular learning theory applications to interpretability, mechanistic analysis, and alignment. - Access computational infrastructure, internal tools, research community, and co-authorship opportunities with Timaeus. - Requires strong background in mathematics, theoretical physics, machine learning theory, statistics, or related quantitative field. - Flexible time commitment negotiated individually; remote-first with optional visits to Berkeley, Melbourne, or London hubs. - Competitive compensation structured as consulting or institutional sub-award; initial one-year commitment renewable by mutual agreement.",,AI Safety & Policy; Research; Management; Doctoral Degree; Senior (10y+); Fellowship
9c5b42c00f69,Probably Good; EA Opportunities Board,"Economist, Scenarios & Modeling",https://jobs.ashbyhq.com/windfall/d47809d8-1670-480a-8dc9-728d5548d7c2,2026-07-29,2026-08-15,Windfall Trust,https://windfalltrust.org/,Windfall Trust is a policy accelerator working to ensure the economic gains from transformative AI benefit all of humanity.,"Build and lead quantitative economic modeling capability to assess AI-driven economic disruption and evaluate policy responses. - Own scenario modeling platform translating AI futures into economic parameters and distributional policy outcomes. - Design macroeconomic approaches, country indices, and fiscal costing across diverse statistical contexts. - Select appropriate methods (microsimulation, structural modeling, reduced-form estimation) and defend results to external economists. - Requires advanced degree in economics or quantitative field plus 5+ years applied modeling experience. - Requires publication or public-analysis record demonstrating methodology survived external scrutiny.","$104,000 - $208,000",AI Safety & Policy; Research; Data; Policy; Undergraduate Degree or Less; Mid (5–9y); Part-Time (50–80% FTE); Full-Time; Part-time; AI safety & policy; Global priorities research; Forecasting; Policy writing; Academia; Communication; Direct high impact on an important cause; Increasing awareness of institutional decision making challenges in AI safety; Graduate degree
174f6bd4db51,Probably Good,"Senior Program Officer, Grant Operations",https://cepa.org/senior-program-officer-grant-operations/,2026-07-28,,Center for European Policy Analysis (CEPA),https://cepa.org/,"The Center for European Policy Analysis (CEPA) is a think tank strengthening the transatlantic alliance through research and analysis on security, defense, and democratic resilience.","Manage grant operations, financial administration, and reporting across a portfolio of institutional awards. - Oversee day-to-day grant administration: track milestones, budgets, invoices, and deadlines; prepare financial reports using Sage Intacct and Bill.com. - Coordinate grant activities including kickoffs, workplans, amendments, narrative reporting, and closeout with program and finance teams. - Develop dashboards, templates, and standard operating procedures to strengthen grant-management infrastructure and portfolio visibility. - Requires five+ years of progressive grant operations or award management experience with demonstrated hands-on financial administration. - Advanced proficiency in Excel and Sage Intacct or comparable financial systems; strong analytical and written communication skills essential.",,Societal Improvements; Operations; Finance; Undergraduate Degree or Less; Mid (5–9y); Full-Time
4d808257c7a7,Probably Good,"Senior Engineer, Payout Network",https://jobs.ashbyhq.com/TaptapSend/eef0ff5a-eaab-4ee3-bbd6-95941fc42bf9?departmentId=7e56ac06-3612-459f-97a3-fa62271f789c,2026-07-28,,Taptap Send,https://www.taptapsend.com/,"Taptap Send is a mobile app enabling low-cost international money transfers to Africa, Asia, and Latin America.","Build backend systems for cross-border payment integrations at a fintech platform serving emerging markets. - Design and implement unified interfaces for dozens of third-party payment integrations handling remittances across countries. - Own backend system architecture, data flows, and performance optimization while maintaining security standards. - Collaborate with product, operations, and support teams to ship features iteratively and manage stakeholder expectations. - Requires 7+ years building backend systems, proficiency in Kotlin or Java, PostgreSQL expertise, and AWS experience (S3, SQS, SNS, Lambda). - Infrastructure as Code (Terraform, Ansible), SRE experience, and data engineering knowledge preferred.",,Global Health & Development; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Full-Time
1f005a8d74e9,Probably Good,AI x Animals Fellowship,https://www.sentientfutures.ai/courses/aixanimals/,2026-07-28,,Sentient Futures,https://www.sentientfutures.ai/,Sentient Futures is an organization researching and advocating for greater consideration of animal welfare in AI development.,"An 8-week course preparing fellows to advance animal-positive outcomes at the intersection of AI development and animal welfare. - Engage with high-stakes topics: precision livestock farming, machine learning for animal communication, and animal advocacy amid AI risks. - Participate in weekly 1.75-hour facilitated online discussions with 2–3 hours of preparation including readings and exercises. - Develop knowledge and skills to steer AI deployment toward animal welfare; optional workshops with leading researchers and practitioners included. - No formal prerequisites stated; open application for fellows and facilitators.",,Animal Welfare; AI Safety & Policy; Research; Undergraduate Degree or Less; Entry-Level; Fellowship
b901767b64c7,Probably Good; EA Opportunities Board,"Senior Software Engineer, Interventions & Internal Tech",https://docs.google.com/document/d/1--TFYvTArGdt7CaAeihRyiNPMvNYl66crUgrn4b3cAQ/view,2026-07-27,2026-08-09,Clear Solutions,https://www.clearsolutions.global/,Clear Solutions is a charity improving access to oral rehydration solution and zinc for treatment of childhood diarrheal disease in Nigeria and Chad.,"Build and scale full-stack systems for a global health nonprofit, orchestrating AI agents to develop field apps, data pipelines, and internal tools. - Design and evolve the VouScan Android app for offline-first operation in remote areas, plus backend cloud infrastructure on Google Cloud. - Build M&E data pipelines in Python for geospatial analysis and monitoring dashboards supporting program evaluation. - Automate organizational workflows and internal tools to increase team efficiency across finance, project management, and CRM. - Requires 4+ years professional software engineering with systems design and hands-on coding; proven experience integrating AI developer tools daily. - Requires SQL proficiency, relational database design, and comfort writing data pipelines; strong product sense and English communication essential.",,Global Health & Development; Data; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Part-Time (50–80% FTE); Part-time; Global health & development; Software engineering; Operations; Collaborative problem-solving; Direct high impact on an important cause
a189768616fe,Probably Good,Senior Data Engineer,https://apply.workable.com/movement-labs/j/53FDB3CD60/,2026-07-27,,Movement Labs,https://www.movementlabs.com/,Movement Labs is an organization supporting social movements and grassroots campaigns for progressive social change.,"Data engineering roles building scalable systems for progressive voter targeting, engagement, and experimental research at scale. - Design and maintain data pipelines, APIs, and orchestration layers for RCT platforms and voter datasets serving hundreds of partner organizations. - Optimize systems for cost, runtime, and reliability during high-volume election cycles with millions of concurrent outreach attempts. - Lead cross-functional projects spanning multiple systems; mentor teammates through code review and documentation. - Requires 3+ years data engineering experience with production systems, SQL, and Python or equivalent languages. - Fully remote; six-month initial term with on-call rotation including evenings and weekends during election cycles.",,Societal Improvements; Data; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time
0f3d0ed8c790,Probably Good,"Program Lead, Career Transition Grants",https://bluedot.org/join-us/program-lead-career-transition-grants,2026-07-27,,BlueDot Impact,https://bluedot.org/,BlueDot Impact is a talent accelerator running free AI safety and biosecurity courses and career support for the field.,"Manage and deploy tens of millions in annual funding to support exceptional individuals transitioning to AI safety careers. - Evaluate and approve grant applications from candidates seeking to pursue AI safety work full-time. - Build relationships with grantees, monitor their progress, and provide strategic guidance throughout their career transitions. - Develop and refine grant program criteria, eligibility requirements, and funding allocation strategies. - Collaborate with the broader team to identify high-potential candidates and emerging needs in the AI safety field. - Requires demonstrated experience in grantmaking, program management, or talent development; deep familiarity with AI safety landscape preferred.",,AI Safety & Policy; Operations; Finance; Undergraduate Degree or Less; Mid (5–9y); Junior (1–4y); Full-Time
deff6abaf865,Probably Good,"Program Associate, Strategic Impact Evaluation and Learning",https://poverty-action.org/program-associate-strategic-impact-evaluation-and-learning,2026-07-27,,Innovations for Poverty Action (IPA),https://poverty-action.org/,Innovations for Poverty Action (IPA) is a nonprofit that designs and evaluates poverty-reduction interventions through rigorous randomized controlled trials.,"Support research fund coordination, project development, and communications for a six-year UK-IPA partnership strengthening evidence use in global development. - Coordinate competitive funding processes, track grant portfolios, manage Salesforce records, and ensure donor compliance reporting. - Develop projects by conducting outreach, liaising with internal teams, and matchmaking between FCDO, researchers, and country offices. - Organize dissemination activities, prepare materials for research uptake and capacity-strengthening sessions, and maintain project documentation. - Bachelor's degree in economics, political science, public policy, or related field plus 2+ years in project or research management. - Excellent written and oral communication skills; proficiency in Excel and Salesforce preferred.",,Global Health & Development; Operations; Research; Communications & Outreach; Undergraduate Degree or Less; Junior (1–4y); Full-Time
fbcf578aa061,Probably Good,Open Application,https://www.wetlands.org/vacancies#role-open-application,2026-07-27,,Wetlands International,https://www.wetlands.org/,"Wetlands International is a global nonprofit organization that works to conserve and restore wetlands for biodiversity, climate resilience, and human wellbeing.","Wetlands International seeks diverse professionals to support global wetland conservation and restoration across more than 100 countries. - Apply for current vacancies or submit an open application if no suitable positions are listed; include CV, motivation letter, top skills, and preferred work locations. - The organization employs hydrologists, ornithologists, ecologists, communicators, project managers, finance experts, and professionals from varied educational and cultural backgrounds. - Wetlands International is an equal opportunity employer committed to diversity and inclusion, prohibiting discrimination based on race, colour, sex, religion, sexual orientation, national origin, disability, or other protected characteristics.",,Climate Change; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Expression of Interest
8b1054b1d509,Probably Good,M&E Lead,https://www.africajobsfund.com/opportunities/monitoring-evaluation-consultant,2026-07-27,,Africa Jobs Fund,https://africajobsfund.com/,The Africa Jobs Fund is an organization that provides funding and support to ventures in export manufacturing and international labor mobility to increase incomes for Africans.,"Design and lead a measurement and evaluation strategy for a philanthropic fund investing in high-productivity jobs across Africa. - Design M&E framework translating job-productivity thesis into welfare-linked evidence and cost-effectiveness metrics comparable to GiveWell standards. - Select and adapt evaluation methods pragmatically—from RCTs to qualitative approaches—proportionate to portfolio firm burden and investment stage. - Build data infrastructure for ongoing monitoring, advise deal teams on measurability during diligence, and produce credible impact reporting for funders. - Requires deep expertise in impact measurement, applied or development economics, and fluency in effective altruism and cost-effectiveness frameworks. - Requires hands-on experience evaluating private sector firms and economic growth; prior work with real businesses or field programs essential.",,Global Health & Development; Research; Data; Communications & Outreach; Master's Degree; Mid (5–9y); Senior (10y+); Part-Time (<50% FTE)
d72cb3a2b00c,Probably Good,Data Engineer or Senior Data Engineer,https://apply.workable.com/movement-labs/j/C0356AB098/,2026-07-27,,Movement Labs,https://www.movementlabs.com/,Movement Labs is an organization supporting social movements and grassroots campaigns for progressive social change.,"Data engineers building scalable systems for progressive voter targeting, engagement, and electoral campaign testing. - Design and implement data pipelines, APIs, and orchestration layers for RCT platforms and voter datasets serving hundreds of partner organizations. - Optimize systems for cost, runtime, and reliability under election-cycle load; lead cross-team projects from scope through delivery. - Mentor teammates through code review; document systems for engineers and non-technical stakeholders. - Requires 5+ years backend or data engineering experience; proficiency in Python, SQL, and cloud infrastructure essential. - Six-month fully remote contract from June 1 through November 20.",,Societal Improvements; Data; Software Engineering; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Full-Time
73b92068d9f1,Probably Good,Board of Directors for Local Chapters,https://en.dyrenesalliance.dk/bestyrelsesarbejde,2026-07-27,,Dyrenes Alliance,https://dyrenesalliance.dk/,Dyrenes Alliance is a Danish youth-led animal rights organization that campaigns against animal exploitation and promotes plant-based living through activism.,"Volunteer board positions guiding local animal rights chapters through collaborative decision-making and community support. - Help set priorities, clarify roles, and maintain continuity for local chapter activities and campaigns. - Attend monthly or quarterly meetings; provide input, structure, and follow-up on agreements. - Foster collaborative culture where volunteers feel supported and new initiatives can succeed safely. - Requires alignment with animal rights values and willingness to share responsibility; no prior expertise needed. - Flexible time commitment adaptable to studies, work, and personal life.",,Animal Welfare; Operations; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Volunteer
ea46b08a52ee,Probably Good,Open Application,https://www.l214.com/nous-rejoindre/offres-d-emploi#role-candidature-spontan-e,2026-07-24,,L214,https://www.l214.com/,L214 is a French animal rights organization conducting undercover investigations of factory farms and slaughterhouses to advocate for stronger welfare laws.,,,Animal Welfare; Communications & Outreach; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Entry-Level; Full-Time
5fa9fed0dd99,Probably Good,"Manager, Monitoring, Evaluation, Accountability, and Learning",https://miraclefeet.bamboohr.com/careers/102,2026-07-24,,MiracleFeet,https://www.miraclefeet.org/,MiracleFeet is a global nonprofit partnering with local providers to deliver affordable clubfoot treatment to children across 37 countries.,"Lead monitoring, evaluation, and learning systems to strengthen data quality and decision-making across global clubfoot treatment programs. - Manage MEAL initiatives, data systems, and processes; develop clinical indicators and promote best practices in data privacy and ethical use. - Conduct data quality assurance, lead audits, and ensure accuracy of key measures used by programs and clinical teams. - Analyze clinical and program data for internal and external reporting; produce insights through reports, dashboards, and visualizations for diverse audiences. - Collaborate with digital, programs, and clinical teams to strengthen data tools, support evaluations, and inform program improvement. - Requires master's degree in public health, statistics, evaluation, or related field; 6+ years designing and implementing M&E in complex, low-resource settings; proficiency with databases (Salesforce), analytical software (R, Stata, Python), and survey tools (KoboToolbox, SurveyCTO).",,Global Health & Development; Operations; Data; Management; Master's Degree; Mid (5–9y); Full-Time
437d53ac74d0,Probably Good; EA Opportunities Board,"Head of Finance, Operations & Finance",https://www.prevailfund.org/careers?ashby_jid=e7a3f098-a7b7-4767-937c-486db83ae1c2,2026-07-24,,Prevail Fund,https://www.prevailfund.org,"The Prevail Fund is a philanthropic foundation that mobilizes coordinated ""big push"" funding to pursue ambitious global goals.","Build financial infrastructure and lead capital deployment strategy for a rapidly scaling philanthropic organization managing multiple large funds across sectors. - Design and operationalize financial, legal, and giving structures enabling Prevail to receive, steward, and deploy philanthropic capital across funds, entities, donors, and geographies, including owning legal infrastructure and jurisdictional compliance. - Lead financial strategy and capital allocation through budgeting, reserve planning, scenario analysis, and recommendations to leadership and the Board on capital needs, commitments, and deployment timing. - Build and lead a lean, technology-enabled finance function, identifying gaps, hiring team members, and prioritizing AI and modern tools to increase efficiency and scalability rather than headcount. - Surface financial risks and grantee issues early through diligence; help partners understand program costs, unit economics, financial health, and capacity to absorb additional funding. - Requires 10+ years in senior finance roles (CFO or Head of Finance); strong financial modeling, budgeting, accounting, controls, and compliance expertise; experience with complex multi-entity, multi-country, or restricted funding structures preferred.",,"Global Health & Development; Management; Finance; Undergraduate Degree or Less; Senior (10y+); Full-Time; Full-time; Global health & development; Operations; Collaborative problem-solving; Direct high impact on an important cause; Communication; Undergraduate degree; Building effective altruism; Organization building, boosting & running; Skill-building & building career capital; Graduate degree; AI safety & policy; Research; Direct/increased engagement with EA"
c29e0b387ed9,Probably Good,Call for Proposals,https://us.list-manage.com/CdrGqL_jWmH?c2id=b8248edb68529c64b25816bfbaf2f992&e=fd94d5f3a5,2026-07-24,2026-08-15,Arthropoda Foundation,https://www.arthropodafoundation.org/,"The Arthropoda Foundation is a nonprofit focused on researching and promoting the welfare of arthropods, including insects and crustaceans.","A grants program funding empirical research on improving welfare conditions for farmed insects at scale. - Proposals should address humane slaughter methods, high stocking density mitigation, welfare indicators, husbandry procedures, or genetic modification impacts on insect welfare. - Projects must demonstrate clear implementation potential in commercial farming contexts and focus on large-scale welfare challenges. - Eligible applicants are scientists at universities or comparable research institutions with relevant experience and equipment; funding up to $10,000 standard or $50,000 for exceptional cases. - Expressions of interest due August 15, 2026; full proposals due November 15, 2026; award notifications by December 15, 2026. - Proposals are evaluated on technical design, commercial applicability, welfare impact severity, scientific co-benefits, and inclusion of welfare scientists, entomologists, and industry collaborators.",,Animal Welfare; Research; Undergraduate Degree or Less; Mid (5–9y); Senior (10y+); Junior (1–4y); Funding
1c8558bd992a,Probably Good,Applied Sciences Intern,https://apply.careers.microsoft.com/careers/job/1970393556939161,2026-07-24,,Microsoft,https://www.microsoft.com/en-us/research/group/ai-for-good-research-lab/,"Microsoft is a technology company whose AI for Good Lab applies artificial intelligence to address global humanitarian, health, and environmental challenges.","Doctoral research internship investigating applied problems in large language models, agentic AI, and machine learning for spreadsheet automation. - Design and run experiments on prompt optimization, fine-tuning, post-training, retrieval, and tool-use approaches to improve model and agent performance. - Build datasets, benchmarks, and evaluation methods measuring task quality, reliability, latency, and efficiency. - Analyze model behavior through quantitative metrics and error analysis; translate findings into actionable improvements. - Communicate research methods, results, and recommendations via technical documents, presentations, and peer reviews. - Requires doctoral candidate with 1+ year remaining; minimum 2 days/week availability; Python proficiency and experience with PyTorch, TensorFlow, or equivalent; familiarity with coding agents; publications in LLMs, post-training, or agentic AI strongly valued.",,Career-Capital; Research; Data; Software Engineering; Doctoral Degree; Entry-Level; Internship
